"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"上午 01:09:44.8510121","Akagi64.exe","11604","CloseFile","C:\Windows\System32\glu32.dll","SUCCESS",""
"上午 01:09:44.8511297","Akagi64.exe","11604","CloseFile","C:\Windows\System32\cryptsp.dll","SUCCESS",""
"上午 01:09:44.8515096","Akagi64.exe","11604","CreateFile","C:\Windows\System32\glu32.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"上午 01:09:44.8515692","Akagi64.exe","11604","CreateFileMapping","C:\Windows\System32\glu32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"上午 01:09:44.8516725","Akagi64.exe","11604","CreateFileMapping","C:\Windows\System32\glu32.dll","SUCCESS","SyncType: SyncTypeOther"
"上午 01:09:44.8519221","Akagi64.exe","11604","Load Image","C:\Windows\System32\glu32.dll","SUCCESS","Image Base: 0x7ffefd9d0000, Image Size: 0x2d000"
"上午 01:09:44.8520651","Akagi64.exe","11604","CloseFile","C:\Windows\System32\glu32.dll","SUCCESS",""
"上午 01:09:44.8523130","Akagi64.exe","11604","CreateFile","C:\Windows\System32\DXCore.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"上午 01:09:44.8523654","Akagi64.exe","11604","QueryBasicInformationFile","C:\Windows\System32\DXCore.dll","SUCCESS","CreationTime: 2026/4/15 上午 09:44:28, LastAccessTime: 2026/4/22 上午 01:09:20, LastWriteTime: 2026/4/15 上午 09:44:28, ChangeTime: 2026/4/16 上午 11:35:02, FileAttributes: A"
"上午 01:09:44.8523790","Akagi64.exe","11604","CloseFile","C:\Windows\System32\DXCore.dll","SUCCESS",""
"上午 01:09:44.8526028","Akagi64.exe","11604","CreateFile","C:\Windows\System32\DXCore.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"上午 01:09:44.8526574","Akagi64.exe","11604","CreateFileMapping","C:\Windows\System32\DXCore.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"上午 01:09:44.8526838","Akagi64.exe","11604","CreateFileMapping","C:\Windows\System32\DXCore.dll","SUCCESS","SyncType: SyncTypeOther"
"上午 01:09:44.8528896","Akagi64.exe","11604","Load Image","C:\Windows\System32\DXCore.dll","SUCCESS","Image Base: 0x7fff0e5c0000, Image Size: 0x43000"
"上午 01:09:44.8530606","Akagi64.exe","11604","CloseFile","C:\Windows\System32\DXCore.dll","SUCCESS",""
"上午 01:09:44.8535271","Akagi64.exe","11604","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","REPARSE","Desired Access: Read"
"上午 01:09:44.8535511","Akagi64.exe","11604","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","SUCCESS","Desired Access: Read"
"上午 01:09:44.8535767","Akagi64.exe","11604","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\(Default)","SUCCESS","Type: REG_SZ, Length: 18, Data: 00060502"
"上午 01:09:44.8536026","Akagi64.exe","11604","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\000605xx","SUCCESS","Type: REG_SZ, Length: 26, Data: kernel32.dll"
"上午 01:09:44.8536511","Akagi64.exe","11604","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","REPARSE","Desired Access: Read"
"上午 01:09:44.8537093","Akagi64.exe","11604","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS","Desired Access: Read"
"上午 01:09:44.8537380","Akagi64.exe","11604","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\zh-TW","NAME NOT FOUND","Length: 532"
"上午 01:09:44.8537572","Akagi64.exe","11604","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS",""
"上午 01:09:44.8537759","Akagi64.exe","11604","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","REPARSE","Desired Access: Read"
"上午 01:09:44.8537949","Akagi64.exe","11604","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS","Desired Access: Read"
"上午 01:09:44.8538144","Akagi64.exe","11604","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale\zh-TW","SUCCESS","Type: REG_SZ, Length: 12, Data: zh-TW"
"上午 01:09:44.8538343","Akagi64.exe","11604","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS",""
"上午 01:09:44.8539623","Akagi64.exe","11604","CreateFile","C:\Windows\Globalization\zh-TW.nlx","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"上午 01:09:44.8540052","Akagi64.exe","11604","QueryStandardInformationFile","C:\Windows\Globalization\zh-TW.nlx","SUCCESS","AllocationSize: 4,096, EndOfFile: 2,922, NumberOfLinks: 1, DeletePending: False, Directory: False"
"上午 01:09:44.8540225","Akagi64.exe","11604","CreateFileMapping","C:\Windows\Globalization\zh-TW.nlx","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"上午 01:09:44.8540372","Akagi64.exe","11604","QueryStandardInformationFile","C:\Windows\Globalization\zh-TW.nlx","SUCCESS","AllocationSize: 4,096, EndOfFile: 2,922, NumberOfLinks: 1, DeletePending: False, Directory: False"
"上午 01:09:44.8540624","Akagi64.exe","11604","CreateFileMapping","C:\Windows\Globalization\zh-TW.nlx","SUCCESS","SyncType: SyncTypeOther"
"上午 01:09:44.8540862","Akagi64.exe","11604","CloseFile","C:\Windows\Globalization\zh-TW.nlx","SUCCESS",""
"上午 01:09:44.8550799","Akagi64.exe","11604","CreateFile","C:\Windows\System32\imm32.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"上午 01:09:44.8551212","Akagi64.exe","11604","QueryBasicInformationFile","C:\Windows\System32\imm32.dll","SUCCESS","CreationTime: 2026/4/15 上午 09:44:38, LastAccessTime: 2026/4/22 上午 01:09:44, LastWriteTime: 2026/4/15 上午 09:44:38, ChangeTime: 2026/4/15 下午 05:32:19, FileAttributes: A"
"上午 01:09:44.8551351","Akagi64.exe","11604","CloseFile","C:\Windows\System32\imm32.dll","SUCCESS",""
"上午 01:09:44.8553027","Akagi64.exe","11604","CreateFile","C:\Windows\System32\imm32.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"上午 01:09:44.8553802","Akagi64.exe","11604","CreateFileMapping","C:\Windows\System32\imm32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE|PAGE_NOCACHE"
"上午 01:09:44.8554073","Akagi64.exe","11604","CreateFileMapping","C:\Windows\System32\imm32.dll","SUCCESS","SyncType: SyncTypeOther"
"上午 01:09:44.8554730","Akagi64.exe","11604","CloseFile","C:\Windows\System32\imm32.dll","SUCCESS",""
"上午 01:09:44.8557279","Akagi64.exe","11604","Load Image","C:\Windows\System32\imm32.dll","SUCCESS","Image Base: 0x7fff12300000, Image Size: 0x32000"
"上午 01:09:44.8559859","Akagi64.exe","11604","RegOpenKey","HKLM\System\CurrentControlSet\Control\Error Message Instrument\","REPARSE","Desired Access: Read"
"上午 01:09:44.8560076","Akagi64.exe","11604","RegOpenKey","HKLM\System\CurrentControlSet\Control\Error Message Instrument","NAME NOT FOUND","Desired Access: Read"
"上午 01:09:44.8560754","Akagi64.exe","11604","QueryNameInformationFile","C:\Windows\System32\user32.dll","SUCCESS","Name: \Windows\System32\user32.dll"
"上午 01:09:44.8561309","Akagi64.exe","11604","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\Akagi64.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"上午 01:09:44.8561550","Akagi64.exe","11604","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read"
"上午 01:09:44.8561925","Akagi64.exe","11604","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read"
"上午 01:09:44.8562132","Akagi64.exe","11604","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\Akagi64.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"上午 01:09:44.8562318","Akagi64.exe","11604","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read"
"上午 01:09:44.8562508","Akagi64.exe","11604","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Display","NAME NOT FOUND","Desired Access: Read"
"上午 01:09:44.8564282","Akagi64.exe","11604","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS","Desired Access: Read"
"上午 01:09:44.8564517","Akagi64.exe","11604","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize\DisableMetaFiles","NAME NOT FOUND","Length: 20"
"上午 01:09:44.8564707","Akagi64.exe","11604","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\GRE_Initialize","SUCCESS",""
"上午 01:09:44.8565205","Akagi64.exe","11604","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\Akagi64.exe","NAME NOT FOUND","Desired Access: Read"
"上午 01:09:44.8565584","Akagi64.exe","11604","RegOpenKey","HKLM\Software\Policies\Microsoft\Windows\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"上午 01:09:44.8565820","Akagi64.exe","11604","RegOpenKey","HKCU\Software\Policies\Microsoft\Windows\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"上午 01:09:44.8566067","Akagi64.exe","11604","RegOpenKey","HKCU\Control Panel\Desktop","SUCCESS","Desired Access: Read"
"上午 01:09:44.8566283","Akagi64.exe","11604","RegQueryValue","HKCU\Control Panel\Desktop\EnablePerProcessSystemDPI","NAME NOT FOUND","Length: 20"
"上午 01:09:44.8566535","Akagi64.exe","11604","RegCloseKey","HKCU\Control Panel\Desktop","SUCCESS",""
"上午 01:09:44.8567480","Akagi64.exe","11604","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\Compatibility32","SUCCESS","Desired Access: Read"
"上午 01:09:44.8567705","Akagi64.exe","11604","RegQueryValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Compatibility32\Akagi64","NAME NOT FOUND","Length: 172"
"上午 01:09:44.8567916","Akagi64.exe","11604","RegCloseKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Compatibility32","SUCCESS",""
"上午 01:09:44.8568127","Akagi64.exe","11604","RegOpenKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\IME Compatibility","NAME NOT FOUND","Desired Access: Read"
"上午 01:09:44.8570897","Akagi64.exe","11604","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"上午 01:09:44.8571198","Akagi64.exe","11604","RegOpenKey","HKCU\Control Panel\Desktop\MuiCached\MachineLanguageConfiguration","NAME NOT FOUND","Desired Access: Read"
"上午 01:09:44.8571482","Akagi64.exe","11604","RegCloseKey","HKCU","SUCCESS",""
"上午 01:09:44.8571693","Akagi64.exe","11604","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"上午 01:09:44.8571972","Akagi64.exe","11604","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"上午 01:09:44.8572195","Akagi64.exe","11604","RegOpenKey","HKCU\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"上午 01:09:44.8572429","Akagi64.exe","11604","RegOpenKey","HKCU\Control Panel\Desktop\LanguageConfiguration","NAME NOT FOUND","Desired Access: Read"
"上午 01:09:44.8572644","Akagi64.exe","11604","RegCloseKey","HKCU","SUCCESS",""
"上午 01:09:44.8572863","Akagi64.exe","11604","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"上午 01:09:44.8573110","Akagi64.exe","11604","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"上午 01:09:44.8573403","Akagi64.exe","11604","RegOpenKey","HKCU\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"上午 01:09:44.8573622","Akagi64.exe","11604","RegOpenKey","HKCU\Control Panel\Desktop","SUCCESS","Desired Access: Read"
"上午 01:09:44.8573818","Akagi64.exe","11604","RegQueryValue","HKCU\Control Panel\Desktop\PreferredUILanguages","NAME NOT FOUND","Length: 12"
"上午 01:09:44.8574261","Akagi64.exe","11604","RegCloseKey","HKCU\Control Panel\Desktop","SUCCESS",""
"上午 01:09:44.8574667","Akagi64.exe","11604","RegCloseKey","HKCU","SUCCESS",""
"上午 01:09:44.8574956","Akagi64.exe","11604","RegOpenKey","HKLM\Software\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"上午 01:09:44.8575320","Akagi64.exe","11604","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"上午 01:09:44.8575603","Akagi64.exe","11604","RegOpenKey","HKCU\Control Panel\Desktop\MuiCached","SUCCESS","Desired Access: Read"
"上午 01:09:44.8575858","Akagi64.exe","11604","RegQueryValue","HKCU\Control Panel\Desktop\MuiCached\MachinePreferredUILanguages","BUFFER OVERFLOW","Length: 12"
"上午 01:09:44.8576125","Akagi64.exe","11604","RegQueryValue","HKCU\Control Panel\Desktop\MuiCached\MachinePreferredUILanguages","SUCCESS","Type: REG_MULTI_SZ, Length: 12, Data: zh-TW"
"上午 01:09:44.8576372","Akagi64.exe","11604","RegCloseKey","HKCU\Control Panel\Desktop\MuiCached","SUCCESS",""
"上午 01:09:44.8576562","Akagi64.exe","11604","RegCloseKey","HKCU","SUCCESS",""
"上午 01:09:44.8581399","Akagi64.exe","11604","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\Akagi64.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"上午 01:09:44.8587177","Akagi64.exe","11604","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"上午 01:09:44.8587660","Akagi64.exe","11604","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:09:44.8588177","Akagi64.exe","11604","RegOpenKey","HKLM\SOFTWARE\Microsoft\OLE","SUCCESS","Desired Access: Read"
"上午 01:09:44.8588501","Akagi64.exe","11604","RegQueryValue","HKLM\SOFTWARE\Microsoft\Ole\PageAllocatorUseSystemHeap","NAME NOT FOUND","Length: 20"
"上午 01:09:44.8588776","Akagi64.exe","11604","RegCloseKey","HKLM\SOFTWARE\Microsoft\Ole","SUCCESS",""
"上午 01:09:44.8588941","Akagi64.exe","11604","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:09:44.8589139","Akagi64.exe","11604","RegOpenKey","HKLM\SOFTWARE\Microsoft\OLE","SUCCESS","Desired Access: Read"
"上午 01:09:44.8589319","Akagi64.exe","11604","RegQueryValue","HKLM\SOFTWARE\Microsoft\Ole\PageAllocatorSystemHeapIsPrivate","NAME NOT FOUND","Length: 20"
"上午 01:09:44.8589529","Akagi64.exe","11604","RegCloseKey","HKLM\SOFTWARE\Microsoft\Ole","SUCCESS",""
"上午 01:09:44.8589688","Akagi64.exe","11604","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:09:44.8589847","Akagi64.exe","11604","RegOpenKey","HKLM\SOFTWARE\Microsoft\OLE","SUCCESS","Desired Access: Read"
"上午 01:09:44.8590013","Akagi64.exe","11604","RegQueryValue","HKLM\SOFTWARE\Microsoft\Ole\AggressiveMTATesting","NAME NOT FOUND","Length: 16"
"上午 01:09:44.8590427","Akagi64.exe","11604","RegCloseKey","HKLM\SOFTWARE\Microsoft\Ole","SUCCESS",""
"上午 01:09:44.8591347","Akagi64.exe","11604","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:09:44.8591530","Akagi64.exe","11604","RegOpenKey","HKLM","SUCCESS","Desired Access: Read"
"上午 01:09:44.8591727","Akagi64.exe","11604","RegSetInfoKey","HKLM","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"上午 01:09:44.8591975","Akagi64.exe","11604","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"上午 01:09:44.8592131","Akagi64.exe","11604","RegOpenKey","HKLM\Software\Microsoft\Ole\FeatureDevelopmentProperties","NAME NOT FOUND","Desired Access: Read"
"上午 01:09:44.8592377","Akagi64.exe","11604","RegOpenKey","HKLM\SOFTWARE\Microsoft\AppModel\Lookaside\machine","NAME NOT FOUND","Desired Access: Read"
"上午 01:09:44.8592607","Akagi64.exe","11604","RegOpenKey","HKLM\SOFTWARE\Microsoft\AppModel\Lookaside\user","NAME NOT FOUND","Desired Access: Read"
"上午 01:09:44.8592932","Akagi64.exe","11604","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"上午 01:09:44.8593095","Akagi64.exe","11604","RegOpenKey","HKLM\Software\Microsoft\Ole\FeatureDevelopmentProperties","NAME NOT FOUND","Desired Access: Read"
"上午 01:09:44.8593567","Akagi64.exe","11604","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"上午 01:09:44.8593728","Akagi64.exe","11604","RegOpenKey","HKLM\Software\Microsoft\Ole","SUCCESS","Desired Access: Read"
"上午 01:09:44.8594482","Akagi64.exe","11604","RegOpenKey","HKCU","SUCCESS","Desired Access: Read"
"上午 01:09:44.8594693","Akagi64.exe","11604","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"上午 01:09:44.8594856","Akagi64.exe","11604","RegOpenKey","HKCU\Software\Classes\Local Settings","REPARSE","Desired Access: Read"
"上午 01:09:44.8595159","Akagi64.exe","11604","RegOpenKey","HKCU\Software\Classes\Local Settings","SUCCESS","Desired Access: Read"
"上午 01:09:44.8595406","Akagi64.exe","11604","RegSetInfoKey","HKCU\Software\Classes\Local Settings","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"上午 01:09:44.8595605","Akagi64.exe","11604","RegCloseKey","HKCU","SUCCESS",""
"上午 01:09:44.8595792","Akagi64.exe","11604","RegQueryKey","HKCU\Software\Classes\Local Settings","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"上午 01:09:44.8596035","Akagi64.exe","11604","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Ole\FeatureDevelopmentProperties","NAME NOT FOUND","Desired Access: Read"
"上午 01:09:44.8596237","Akagi64.exe","11604","RegQueryKey","HKCU\Software\Classes\Local Settings","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"上午 01:09:44.8596385","Akagi64.exe","11604","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Ole\FeatureDevelopmentProperties","NAME NOT FOUND","Desired Access: Read"
"上午 01:09:44.8596558","Akagi64.exe","11604","RegQueryKey","HKCU\Software\Classes\Local Settings","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"上午 01:09:44.8596706","Akagi64.exe","11604","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Ole","NAME NOT FOUND","Desired Access: Read"
